0,1818 	 23,7379
0,0000 	 0,0000
0,0909 	 11,5949
0,0000 	 0,0000
0,1818 	 24,2649
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,4813
0,0909 	 11,8418
0,0909 	 12,0103
0,0000 	 0,0000
0,0909 	 11,9633
0,0909 	 11,5970
0,0909 	 11,6041
0,0909 	 12,0790
0,0000 	 0,0000
0,0909 	 11,7527
0,0000 	 0,0000
0,0909 	 12,3003
0,0000 	 0,0000
0,0909 	 13,2564
0,0909 	 13,3596
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0442
0,0000 	 0,0000
0,0909 	 11,8959
0,0000 	 0,0000
0,1818 	 23,3773
0,0909 	 11,9666
0,0000 	 0,0000
0,0909 	 12,7811
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,5810
0,0000 	 0,0000
0,0909 	 11,6661
0,0909 	 12,5403
0,0000 	 0,0000
0,0909 	 11,8746
0,0909 	 11,6789
0,1818 	 24,4552
0,0909 	 12,2357
0,0909 	 12,0420
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,8350
0,0909 	 11,5753
0,0000 	 0,0000
0,0909 	 13,2000
0,0909 	 13,3520
0,0000 	 0,0000
0,0909 	 12,0007
0,0000 	 0,0000
0,0909 	 11,7458
0,0909 	 11,5138
0,0000 	 0,0000
0,0909 	 11,8367
0,0909 	 12,6140
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,7303
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,6083
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,6950
0,0000 	 0,0000
0,0909 	 11,8019
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5686
0,0909 	 12,5839
0,0909 	 12,2759
0,0000 	 0,0000
0,0909 	 11,9855
0,1818 	 24,6952
0,0909 	 12,3205
0,0000 	 0,0000
0,0909 	 11,8755
0,1818 	 23,5624
0,0000 	 0,0000
0,0909 	 11,5850
0,0909 	 13,5583
0,1818 	 24,3673
0,0909 	 11,9689
0,0000 	 0,0000
0,0909 	 11,8695
0,0909 	 11,6409
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,3549
0,0909 	 11,6337
0,0000 	 0,0000
0,1818 	 23,3011
0,0909 	 11,8145
0,0000 	 0,0000
0,0909 	 12,8010
0,0909 	 12,3398
0,0000 	 0,0000
0,0909 	 11,5030
0,1818 	 23,6454
0,0909 	 12,4904
0,0000 	 0,0000
0,0909 	 11,6192
0,0909 	 12,8925
0,0909 	 11,9447
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 23,8564
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,6068
0,0909 	 11,8659
0,0909 	 11,7231
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 13,5088
0,0909 	 12,0930
0,0909 	 12,0051
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 13,0458
0,0909 	 11,5142
0,0909 	 11,7591
0,0909 	 12,4036
0,0909 	 11,5680
0,0000 	 0,0000
0,1818 	 24,2319
0,1818 	 24,0847
0,0909 	 11,8505
0,0909 	 11,6605
0,0000 	 0,0000
0,0909 	 11,5718
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0426
0,0909 	 12,5336
0,0909 	 11,6121
0,0909 	 11,9740
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,9258
0,0909 	 11,7602
0,0909 	 11,8562
0,0909 	 12,1959
0,0909 	 11,7860
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,8002
0,1818 	 23,5690
0,0000 	 0,0000
0,0909 	 11,6282
0,1818 	 24,2640
0,1818 	 24,3162
0,0909 	 11,8543
0,0000 	 0,0000
0,0909 	 11,8543
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,5626
0,0909 	 12,1344
0,0000 	 0,0000
0,0909 	 12,2783
0,0000 	 0,0000
0,0909 	 11,8943
0,0909 	 12,2665
0,1818 	 23,6190
0,0000 	 0,0000
0,1818 	 24,1842
0,0909 	 12,5309
0,0000 	 0,0000
0,0909 	 11,9595
0,0000 	 0,0000
0,0909 	 11,8372
0,0000 	 0,0000
0,0909 	 12,1849
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,7027
0,0000 	 0,0000
0,0909 	 11,8579
0,0000 	 0,0000
0,0909 	 11,5315
0,0000 	 0,0000
0,1818 	 24,4169
0,0000 	 0,0000
0,0909 	 11,6719
0,0909 	 11,6416
0,0000 	 0,0000
0,0909 	 12,4519
0,0909 	 11,6763
0,0000 	 0,0000
0,0909 	 11,8642
0,0000 	 0,0000
0,0909 	 11,6052
0,0909 	 12,0031
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,9572
0,0909 	 11,9339
0,0909 	 11,5802
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0680
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5203
0,0909 	 12,4303
0,0909 	 12,6404
0,0000 	 0,0000
0,0909 	 11,5444
0,0909 	 11,7392
0,0909 	 12,7884
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 23,1183
0,1818 	 23,1261
0,0909 	 11,6854
0,0000 	 0,0000
0,1818 	 23,8970
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5697
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,6899
0,0000 	 0,0000
0,0909 	 12,0748
0,0000 	 0,0000
0,0909 	 12,0050
0,0000 	 0,0000
0,0909 	 11,9638
0,0909 	 11,8486
0,0909 	 11,6300
0,1818 	 23,9217
0,0909 	 12,1751
0,0909 	 12,1879
0,0909 	 12,0250
0,0909 	 11,9475
0,0000 	 0,0000
0,0909 	 12,6159
0,1818 	 24,4191
0,0000 	 0,0000
0,0909 	 11,6900
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 24,1789
0,0909 	 12,7609
0,0909 	 12,6334
0,0000 	 0,0000
0,1818 	 23,5899
0,1818 	 23,7576
0,0909 	 11,5048
0,0000 	 0,0000
0,0909 	 12,4388
0,0000 	 0,0000
0,0909 	 11,7748
0,0909 	 11,7277
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0237
0,0000 	 0,0000
0,0909 	 11,7843
0,0909 	 11,7605
0,0000 	 0,0000
0,0909 	 11,5074
0,0909 	 12,3639
0,0000 	 0,0000
0,0909 	 11,9169
0,0000 	 0,0000
0,0909 	 11,8340
0,0000 	 0,0000
0,0909 	 11,5602
0,0000 	 0,0000
0,1818 	 25,1608
0,0909 	 11,9748
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0142
0,0909 	 11,5438
0,0000 	 0,0000
0,0909 	 13,5378
0,0909 	 12,2679
0,0909 	 11,7606
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5150
0,0909 	 12,2938
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,1448
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,8524
0,0000 	 0,0000
0,0909 	 12,1304
0,0909 	 11,5139
0,0000 	 0,0000
0,0909 	 11,8076
0,0909 	 11,6727
0,0909 	 12,0489
0,0909 	 12,3947
0,0909 	 12,9769
0,1818 	 23,5365
0,0000 	 0,0000
0,0909 	 12,0471
0,0909 	 11,9024
0,0909 	 12,5160
0,0000 	 0,0000
0,0909 	 11,9550
0,0000 	 0,0000
0,0909 	 11,7271
0,0909 	 11,5856
0,0000 	 0,0000
0,0909 	 11,5265
0,0909 	 13,2996
0,0909 	 12,8748
0,0909 	 12,4828
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5261
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,8047
0,0909 	 11,5015
0,1818 	 24,0688
0,0000 	 0,0000
0,0909 	 12,5483
0,0909 	 11,9925
0,0909 	 11,8745
0,0909 	 12,4705
0,1818 	 23,3149
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,0167
0,0000 	 0,0000
0,0909 	 12,0109
0,0909 	 11,6854
0,1818 	 23,3928
0,0000 	 0,0000
0,0909 	 12,3730
0,0909 	 11,5967
0,0909 	 11,8956
0,0909 	 12,1542
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 13,2259
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 23,0266
0,0000 	 0,0000
0,1818 	 25,6509
0,0909 	 11,6698
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,5657
0,0000 	 0,0000
0,0909 	 11,9247
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,9678
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,6087
0,0000 	 0,0000
0,0909 	 12,1823
0,0909 	 13,7301
0,0909 	 11,6594
0,0909 	 11,8823
0,0909 	 11,5044
0,0000 	 0,0000
0,0909 	 11,5196
0,0000 	 0,0000
0,1818 	 23,5892
0,0909 	 12,1066
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,4246
0,0909 	 12,4610
0,0909 	 11,6225
0,0909 	 11,6264
0,0909 	 11,9768
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,6202
0,0909 	 11,8237
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,8777
0,0909 	 11,7039
0,0000 	 0,0000
0,0909 	 11,5291
0,1818 	 23,7591
0,0909 	 12,2513
0,0000 	 0,0000
0,0909 	 11,6124
0,0000 	 0,0000
0,0909 	 11,9568
0,0909 	 12,2714
0,0000 	 0,0000
0,1818 	 24,4095
0,1818 	 23,5510
0,1818 	 24,0122
0,0909 	 12,0881
0,1818 	 25,1553
0,0000 	 0,0000
0,0909 	 12,9266
0,0909 	 11,9238
0,1818 	 23,6995
0,0909 	 12,0419
0,0000 	 0,0000
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 23,8805
0,1818 	 25,7918
0,0000 	 0,0000
0,0909 	 12,0888
0,0909 	 11,9141
0,0909 	 11,5372
0,0909 	 11,5410
0,0000 	 0,0000
0,1818 	 23,5199
0,0000 	 0,0000
0,0909 	 12,3565
0,0909 	 11,7755
0,0000 	 0,0000
0,0909 	 12,1755
0,1818 	 23,5247
0,0000 	 0,0000
0,0000 	 0,0000
0,1818 	 24,1848
0,0000 	 0,0000
0,0909 	 11,7852
0,0909 	 11,8661
0,0000 	 0,0000
0,0909 	 11,5779
0,0909 	 11,9493
0,0909 	 11,6152
0,0909 	 12,0188
0,0909 	 11,5187
0,0909 	 11,6816
0,0000 	 0,0000
0,0909 	 11,5297
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,8570
0,1818 	 23,4680
0,1818 	 24,3047
0,1818 	 23,0959
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,6853
0,0909 	 12,1060
0,0909 	 11,6562
0,0000 	 0,0000
0,0909 	 12,1411
0,0909 	 13,1723
0,0000 	 0,0000
0,1818 	 24,4792
0,0909 	 11,7737
0,0909 	 12,0366
0,0909 	 12,4508
0,0909 	 12,3432
0,0000 	 0,0000
0,0909 	 12,3182
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 11,7973
0,0909 	 12,4832
0,0000 	 0,0000
0,0909 	 11,8248
0,0909 	 12,8161
0,0909 	 11,7012
0,1818 	 24,0451
0,0909 	 11,6343
0,0000 	 0,0000
0,1818 	 24,1331
0,0000 	 0,0000
0,0909 	 11,5147
0,0000 	 0,0000
0,0909 	 11,6879
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,2425
0,1818 	 23,7394
0,0000 	 0,0000
0,0909 	 11,8162
0,0909 	 12,5781
0,0000 	 0,0000
0,0909 	 11,6662
0,0000 	 0,0000
0,0909 	 12,4777
0,0000 	 0,0000
0,0909 	 11,5826
0,0909 	 11,6318
0,0000 	 0,0000
0,0000 	 0,0000
0,0909 	 12,2676
0,0909 	 11,6425
0,0000 	 0,0000
0,0909 	 11,5636
0,0909 	 13,0113
0,0909 	 11,7874
0,0000 	 0,0000
0,0909 	 11,8911
0,0909 	 12,4796
